id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,abstract
31591592,https://doi.org/10.1038/s41591-019-0597-x,Avoidable flaws in observational analyses: an application to statins and cancer.,"Dickerman BA, García-Albéniz X, Logan RW, Denaxas S, Hernán MA.",,Nature medicine,2019,"The increasing availability of large healthcare databases is fueling an intense debate on whether real-world data should play a role in the assessment of the benefit-risk of medical treatments. In many observational studies, for example, statin users were found to have a substantially lower risk of cancer than in meta-analyses of randomized trials. Although such discrepancies are often attributed to a lack of randomization in the observational studies, they might be explained by flaws that can be avoided by explicitly emulating a target trial (the randomized trial that would answer the question of interest). Using the electronic health records of 733,804 UK adults, we emulated a target trial of statins and cancer and compared our estimates with those obtained using previously applied analytic approaches. Over the 10-yr follow-up, 28,408 individuals developed cancer. Under the target trial approach, estimated observational analogs of intention-to-treat and per-protocol 10-yr cancer-free survival differences were -0.5% (95% confidence interval (CI) -1.0%, 0.0%) and -0.3% (95% CI -1.5%, 0.5%), respectively. By contrast, previous analytic approaches yielded estimates that appeared to be strongly protective. Our findings highlight the importance of explicitly emulating a target trial to reduce bias in the effect estimates derived from observational analyses."
31774502,https://doi.org/10.1093/ehjcvp/pvz071,An observational study of INR control according to NICE criteria in patients with non-valvular atrial fibrillation-The SAIL Warfarin Out of Range Descriptors Study (SWORDS).,"Harris DE, Thayer D, Wang T, Brooks C, Murley G, Gravenor M, Hill NR, Lister S, Halcox J.",,European heart journal. Cardiovascular pharmacotherapy,2019,"AIMS:In patients with non-valvular atrial fibrillation (NVAF) prescribed warfarin, the UK National Institute of Health and Care Excellence (NICE) defines poor anticoagulation as a TTR of < 65%, any 2 INRs within a 6 month period of ≤ 1.5 (""low""), 2 INRs ≥5 within 6months, or any INR ≥ 8 (""high"").Our objectives were to (i) quantify the number of patients with poor INR control and (ii) describe the demographic and clinical characteristics associated with poor INR control. METHOD AND RESULTS:Linked anonymised health record data for Wales (2006-2017) was used to evaluate patients prescribed warfarin who had at least 6 months of INR data.32,380 patients were included. In total, 13,913 (43.0%) patients had at least one of the NICE markers of poor INR control. Importantly, in the 24,123 (74.6%) of the cohort with an acceptable TTR (≥65%), 5,676 (23.5%) had either low or high INR readings at some point in their history. In a multivariable regression female gender, age (≥75), excess alcohol, diabetes heart failure, ischaemic heart disease and respiratory disease were independently associated with all markers of poor INR control. CONCLUSION:Acceptable INR control according to NICE standards is poor. Of those with an acceptable TTR (>65%) one quarter still had unacceptably low or high INR levels according to NICE criteria. Thus, only using TTR to assess effectiveness with warfarin has the potential to miss a large number of patients with non-therapeutic INRs who are likely to be at increased risk."
32233660,https://doi.org/10.1177/2047487320914115,Achievement of European guideline-recommended lipid levels post-percutaneous coronary intervention: A population-level observational cohort study.,"Harris DE, Lacey A, Akbari A, Torabi F, Smith D, Jenkins G, Obaid D, Chase A, Gravenor M, Halcox J.",,European journal of preventive cardiology,2020,"AIMS:European Society of Cardiology/European Atherosclerosis Society 2019 guidelines recommend more aggressive lipid targets in high- and very high-risk patients and the addition of adjuvant treatments to statins in uncontrolled patients. We aimed to assess (a) achievement of prior and new European Society of Cardiology/European Atherosclerosis Society lipid targets and (b) lipid-lowering therapy prescribing in a nationwide cohort of very high-risk patients. METHODS:We conducted a retrospective observational population study using linked health data in patients undergoing percutaneous coronary intervention (2012-2017). Follow-up was for one-year post-discharge. RESULTS:Altogether, 10,071 patients had a documented LDL-C level, of whom 48% had low-density lipoprotein cholesterol (LDL-C)<1.8 mmol/l (2016 target) and (23%) <1.4 mmol/l (2019 target). Five thousand three hundred and forty patients had non-high-density lipoprotein cholesterol (non-HDL-C) documented with 57% <2.6 mmol/l (2016) and 37% <2.2 mmol/l (2019). In patients with recurrent vascular events, fewer than 6% of the patients achieved the 2019 LDL-C target of <1.0 mmol/l. A total of 10,592 patients had triglyceride (TG) levels documented, of whom 14% were ≥2.3 mmol/l and 41% ≥1.5 mmol/l (2019). High-intensity statins were prescribed in 56.4% of the cohort, only 3% were prescribed ezetimibe, fibrates or prescription-grade N-3 fatty acids. Prescribing of these agents was lower amongst patients above target LDL-C, non-HDL-C and triglyceride levels. Females were more likely to have LDL-C, non-HDL-C and triglyceride levels above target. CONCLUSION:There was a low rate of achievement of the new European Society of Cardiology/European Atherosclerosis Society lipid targets in this large post-percutaneous coronary intervention population and relatively low rates of intensive lipid-lowering therapy prescribing in those with uncontrolled lipids. There is considerable potential to optimise lipid-lowering therapy further through statin intensification and appropriate use of novel lipid-lowering therapy, especially in women."
32043136,https://doi.org/10.1093/ageing/afaa018,New Horizons in the use of routine data for ageing research.,"Todd OM, Burton JK, Dodds RM, Hollinghurst J, Lyons RA, Quinn TJ, Schneider A, Walesby KE, Wilkinson C, Conroy S, Gale CP, Hall M, Walters K, Clegg AP.",,Age and ageing,2020,"The past three decades have seen a steady increase in the availability of routinely collected health and social care data and the processing power to analyse it. These developments represent a major opportunity for ageing research, especially with the integration of different datasets across traditional boundaries of health and social care, for prognostic research and novel evaluations of interventions with representative populations of older people. However, there are considerable challenges in using routine data at the level of coding, data analysis and in the application of findings to everyday care. New Horizons in applying routine data to investigate novel questions in ageing research require a collaborative approach between clinicians, data scientists, biostatisticians, epidemiologists and trial methodologists. This requires building capacity for the next generation of research leaders in this important area. There is a need to develop consensus code lists and standardised, validated algorithms for common conditions and outcomes that are relevant for older people to maximise the potential of routine data research in this group. Lastly, we must help drive the application of routine data to improve the care of older people, through the development of novel methods for evaluation of interventions using routine data infrastructure. We believe that harnessing routine data can help address knowledge gaps for older people living with multiple conditions and frailty, and design interventions and pathways of care to address the complex health issues we face in caring for older people."
32016358,https://doi.org/10.1093/ecco-jcc/jjaa021,"A pilot integrative analysis of colonic gene expression, gut microbiota and immune infiltration in primary sclerosing cholangitis-inflammatory bowel disease: association of disease with bile acid pathways.","Quraishi MN, Acharjee A, Beggs AD, Horniblow R, Tselepis C, Gkoutos G, Ghosh S, Rossiter A, Loman N, van Schaik W, Withers D, Walters JRF, Hirschfield GM, Iqbal TH.",,Journal of Crohn's & colitis,2020,"BACKGROUND:Although majority of patients with PSC have colitis (PSC-IBD) this is phenotypically different from UC. We sought to define further the pathophysiologic differences in PSC-IBD and UC, by applying a comparative and integrative approach in this pilot study. METHODS:Colonic biopsies were collected from patients with PSC-IBD (n=10), UC (n=10) and healthy controls (HC; n=10). Shotgun RNA-sequencing for differentially expressed colonic mucosal genes (DEGs), 16S rRNA analysis for microbial profiling and immunophenotyping were performed followed by multi-omic integration. RESULTS:The colonic transcriptome differed significantly between groups (P=0.01). Colonic transcriptomes from HC were different from both UC (1343 DEGs) and PSC-IBD (4312 DEGs). Of these genes, only 939 had shared differential gene expression in both UC and PSC-IBD compared to HC. Imputed pathways were predominantly associated with upregulation of immune response and microbial defence in both disease cohorts compared to HC. There were 1692 DEGs between PSC-IBD and UC. Bile acid signalling pathways were upregulated in PSC-IBD compared to UC (P=0.02). Microbiota profiles were different between the three groups (P=0.01); with inferred function in PSC-IBD also being consistent with dysregulation of bile acid metabolism. Th17 cells and IL17 producing CD4 cells were increased in both PSC-IBD and UC when compared to HC (P<0.05). Multi-omic integration revealed networks involved in bile acid homeostasis and cancer regulation in PSC-IBD. CONCLUSIONS:Colonic transcriptomic and microbiota analysis in PSC-IBD points toward dysregulation of colonic bile acid homeostasis compared to UC. This highlights important mechanisms and suggests the possibility of novel approaches in treating PSC-IBD."
31504435,https://doi.org/10.1093/eurheartj/ehz569,Obesity causes cardiovascular diseases: adding to the weight of evidence.,"Hingorani AD, Finan C, Schmidt AF.",,European heart journal,2020,
31477110,https://doi.org/10.1186/s12913-019-4286-8,Weekend admissions and mortality for major acute disorders across England and Wales: record linkage cohort studies.,"Roberts SE, John A, Lewis KE, Brown J, Lyons RA, Williams JG.",,BMC health services research,2019,"BACKGROUND:To establish which major disorders are susceptible to increased mortality following acute admissions on weekends, compared with week days, and how this may be explained. METHODS:Cohorts based on national administrative inpatient and mortality data for 14,168,443 hospitalised patients in England and 913,068 in Wales who were admitted for 66 disorders that were associated with at least 200 deaths within 30 days of acute admission. The main outcome measure was the weekend mortality effect (defined as the conventional mortality odds ratio for admissions on weekends compared with week days). RESULTS:There were large, statistically significant weekend mortality effects (> 20%) in England for 22 of the 66 conditions and in both countries for 14. These 14 were 4 of 13 cancers (oesophageal, colorectal, lung and lymphomas); 4 of 13 circulatory disorders (angina, abdominal aortic aneurysm, peripheral vascular disease and arterial embolism & thrombosis); one of 8 respiratory disorders (pleural effusion); 2 of 12 gastrointestinal disorders (alcoholic and other liver disease); 2 of 3 ageing-related disorders (Alzheimer's disease and dementia); none of 7 trauma conditions; and one of 10 other disorders (acute renal failure). Across the disorders, 64% of the variation in weekend mortality effects in England and Wales was explained by reductions in admission rates at weekends and the medical disease category. CONCLUSIONS:The effect of weekend admission on 30 day mortality is seen mainly for cancers, some circulatory disorders, liver disease and a few other conditions which are mainly ageing- or cancer-related. Most of the increased mortality is associated with reduced admission rates at weekends and the medical disease category."
32301135,https://doi.org/10.1111/opo.12685,Delayed attendance at routine eye examinations is associated with increased probability of general practitioner referral: a record linkage study in Northern Ireland.,"Wright DM, O'Reilly D, Azuara-Blanco A, Curran R, McMullan M, Hogg RE.",,Ophthalmic & physiological optics : the journal of the British College of Ophthalmic Opticians (Optometrists),2020,"PURPOSE:To investigate relationships between health and socio-economic status with delayed attendance at routine eye examinations and risk of subsequent general practitioner (GP) referral in Northern Ireland. METHODS:We constructed a cohort of 132 046 community dwelling individuals aged ≥60 years, drawing contextual information from the 2011 Northern Ireland Census. Using linked administrative records of routine eye examinations between 2009 and 2014, we calculated 311 999 examination intervals. Multinomial models were used to estimate associations between contextual factors and examination interval (classified into three groups: early recall, on-time, delayed attendance). Associations between examination interval and referral risk were estimated using logistic regression. RESULTS:Delayed attendance was recorded for 129 857 (41.6%) examination intervals, 53 759 (17.2%) delayed by ≥6 months. Female sex, poor general or mental health were each associated with delay, as were longer distances to optometry services among those aged ≥70 years (longest vs shortest: Relative Risk Ratio = 1.21 [1.14, 1.28]). Low income and residence in social housing were associated with reduced delay risk. There were 3347 (3.5%) and 11 401 (5.3%) GP referrals in the 60-69 and ≥70 years age groups respectively. Delayed attendance was associated with increased referral risk in both groups (Odds Ratios: 60-69 years = 1.30 [1.04, 1.61]; ≥70 years = 1.07 [1.01, 1.13]). CONCLUSIONS:Poor health and longer distances to optometry services were associated with delayed attendance at routine eye examinations but low income was not. Delayed attendance was associated with increased GP referral risk, indicative of missed opportunities to detect potentially serious eye conditions."
32182948,https://doi.org/10.3390/cells9030665,"Dysregulated Antibody, Natural Killer Cell and Immune Mediator Profiles in Autoimmune Thyroid Diseases.","Martin TC, Ilieva KM, Visconti A, Beaumont M, Kiddle SJ, Dobson RJB, Mangino M, Lim EM, Pezer M, Steves CJ, Bell JT, Wilson SG, Lauc G, Roederer M, Walsh JP, Spector TD, Karagiannis SN.",,Cells,2020,"The pathogenesis of autoimmune thyroid diseases (AITD) is poorly understood and the association between different immune features and the germline variants involved in AITD are yet unclear. We previously observed systemic depletion of IgG core fucosylation and antennary α1,2 fucosylation in peripheral blood mononuclear cells in AITD, correlated with anti-thyroid peroxidase antibody (TPOAb) levels. Fucose depletion is known to potentiate strong antibody-mediated NK cell activation and enhanced target antigen-expressing cell killing. In autoimmunity, this may translate to autoantibody-mediated immune cell recruitment and attack of self-antigen expressing normal tissues. Hence, we investigated the crosstalk between immune cell traits, secreted proteins, genetic variants and the glycosylation patterns of serum IgG, in a multi-omic and cross-sectional study of 622 individuals from the TwinsUK cohort, 172 of whom were diagnosed with AITD. We observed associations between two genetic variants (rs505922 and rs687621), AITD status, the secretion of Desmoglein-2 protein, and the profile of two IgG N-glycan traits in AITD, but further studies need to be performed to better understand their crosstalk in AITD. On the other side, enhanced afucosylated IgG was positively associated with activatory CD335- CD314+ CD158b+ NK cell subsets. Increased levels of the apoptosis and inflammation markers Caspase-2 and Interleukin-1α positively associated with AITD. Two genetic variants associated with AITD, rs1521 and rs3094228, were also associated with altered expression of the thyrocyte-expressed ligands known to recognize the NK cell immunoreceptors CD314 and CD158b. Our analyses reveal a combination of heightened Fc-active IgG antibodies, effector cells, cytokines and apoptotic signals in AITD, and AITD genetic variants associated with altered expression of thyrocyte-expressed ligands to NK cell immunoreceptors. Together, TPOAb responses, dysregulated immune features, germline variants associated with immunoactivity profiles, are consistent with a positive autoreactive antibody-dependent NK cell-mediated immune response likely drawn to the thyroid gland in AITD."
31912053,https://doi.org/,Described Practices for Assessing Fluid Resuscitation in Acute Hospital Care: A Qualitative Study.,"Lloyd E, Ignatowicz A, Sapey E, Lasserson D, Seccombe A.",,Acute medicine,2019,"Fluid resuscitation is a widely-used treatment in acute and emergency medicine, however, the process used to perform a fluid assessment has never been studied. This qualitative study explored how acute physicians describe their approach to assessing for fluid resuscitation. 18 clinicians of varying grades consented to a semi-structured interview. Transcripts were coded and analysed using thematic analysis. Participants described three subtypes of assessment; screening assessment, emergency assessment and formal assessment. Whether a patient was 'sick' was key to determining which assessment they would receive. Marked heterogeneity was noted in the assessment processes, particularly regarding the use of history-taking. Further research is required to determine how the information gathered in these assessments is used to decide when fluid resuscitation is indicated."
31398202,https://doi.org/10.1371/journal.pone.0220771,The role of health and social factors in education outcome: A record-linked electronic birth cohort analysis.,"Evans A, Dunstan F, Fone DL, Bandyopadhyay A, Schofield B, Demmler JC, Rahman MA, Lyons RA, Paranjothy S.",,PloS one,2019,"BACKGROUND AND OBJECTIVE:Health status in childhood is correlated with educational outcomes. Emergency hospital admissions during childhood are common but it is not known how these unplanned breaks from schooling impact on education outcomes. We hypothesised that children who had emergency hospital admissions had an increased risk of lower educational attainment, in addition to the increased risks associated with other health, social and school factors. METHODS:This record-linked electronic birth cohort, included children born in Wales between 1 January 1998 and 31 August 2001. We fitted multilevel logistic regression models grouped by schools, to determine whether emergency hospital inpatient admission before age 7 years was associated with the educational outcome of not attaining the expected level in a teacher-based assessment at age 7 years (KS1). We adjusted for pregnancy, perinatal, socio-economic, neighbourhood, pupil mobility and school-level factors. RESULTS:The cohort comprised 64 934 children. Overall, 4680 (7.2%) did not attain the expected educational level. Emergency admission to hospital was associated with poor educational attainment (OR 1.12 95% Credible Interval (CI) 1.05, 1.20 for all causes during childhood, OR 1.19 95%CI 1.07, 1.32 for injuries and external causes and OR 1.31 95%CI 1.04, 1.22 for admissions during infancy), after adjusting for known determinants of education outcomes such as extreme prematurity, being small for gestational age and socio-economic indicators, such as eligibility for free school meals. CONCLUSION:Emergency inpatient hospital admission during childhood, particularly during infancy or for injuries and external causes was associated with an increased risk of lower education attainment at age 7 years, in addition to the effects of pregnancy factors (gestational age, birthweight) and social deprivation. These findings support the need for injury prevention measures and additional support in school for affected children to help them to achieve their potential."
32249120,https://doi.org/10.1016/j.schres.2020.03.044,"Area deprivation, urbanicity, severe mental illness and social drift - A population-based linkage study using routinely collected primary and secondary care data.","Lee SC, DelPozo-Banos M, Lloyd K, Jones I, Walters JTR, Owen MJ, O'Donovan M, John A.",,Schizophrenia research,2020,"We investigated whether associations between area deprivation, urbanicity and elevated risk of severe mental illnesses (SMIs, including schizophrenia and bipolar disorder) is accounted for by social drift or social causation. We extracted primary and secondary care electronic health records from 2004 to 2015 from a population of 3.9 million. We identified prevalent and incident individuals with SMIs and their level of deprivation and urbanicity using the Welsh Index of Multiple Deprivation (WIMD) and urban/rural indicator. The presence of social drift was determined by whether odds ratios (ORs) from logistic regression is greater than the incidence rate ratios (IRRs) from Poisson regression. Additionally, we performed longitudinal analysis to measure the proportion of change in deprivation level and rural/urban residence 10 years after an incident diagnosis of SMI and compared it to the general population using standardised rate ratios (SRRs). Prevalence and incidence of SMIs were significantly associated with deprivation and urbanicity (all ORs and IRRs significantly >1). ORs and IRRs were similar across all conditions and cohorts (ranging from 1.1 to 1.4). Results from the longitudinal analysis showed individuals with SMIs are more likely to move compared to the general population. However, they did not preferentially move to more deprived or urban areas. There was little evidence of downward social drift over a 10-year period. These findings have implications for the allocation of resources, service configuration and access to services in deprived communities, as well as, for broader public health interventions addressing poverty, and social and environmental contexts."
32462176,https://doi.org/10.1093/ehjci/jeaa088,A head-to-head comparison of speckle tracking echocardiography and feature tracking cardiovascular magnetic resonance imaging in right ventricular deformation.,"Taha K, Bourfiss M, Te Riele ASJM, Cramer MM, van der Heijden JF, Asselbergs FW, Velthuis BK, Teske AJ.",,European heart journal cardiovascular Imaging,2020,"AIMS:Speckle tracking echocardiography (STE) and feature tracking cardiovascular magnetic resonance imaging (FT-CMR) are advanced imaging techniques which are both used for quantification of global and regional myocardial strain. Direct comparisons of STE and FT-CMR regarding right ventricular (RV) strain analysis are limited. We aimed to study clinical performance, correlation and agreement of RV strain by these techniques, using arrhythmogenic right ventricular cardiomyopathy (ARVC) as a model for RV disease. METHODS AND RESULTS:We enrolled 110 subjects, including 34 patients with definite ARVC, 30 preclinical relatives of ARVC patients, and 46 healthy control subjects. Global and regional RV longitudinal peak strain (PS) were measured by STE and FT-CMR. Both modalities showed reduced strain values in ARVC patients compared to ARVC relatives (STE global PS: P < 0.001; FT-CMR global PS: P < 0.001) and reduced strain values in ARVC relatives compared to healthy control subjects (STE global PS: P = 0.042; FT-CMR global PS: P = 0.084). There was a moderate, albeit significant correlation between RV strain values obtained by STE and FT-CMR [global PS r = 0.578 (95% confidence interval 0.427-0.697), P < 0.001]. Agreement between the techniques was weak (limits of agreement for global PS: ±11.8%). Correlation and agreement both deteriorated when regional strain was studied. CONCLUSION:RV STE and FT-CMR show a similar trend within the spectrum of ARVC and have significant correlation, but inter-modality agreement is weak. STE and FT-CMR may therefore both individually have added value for assessment of RV function, but RV PS values obtained by these techniques currently cannot be used interchangeably in clinical practice."
31529485,https://doi.org/10.1111/bjd.18526,"The association of smoking and socioeconomic status on cutaneous melanoma: a population-based, data-linkage, case-control study.","Gibson JAG, Dobbs TD, Griffiths R, Song J, Akbari A, Whitaker S, Watkins A, Langan SM, Hutchings HA, Lyons RA, Whitaker IS.",,The British journal of dermatology,2020,"BACKGROUND:Previous studies have identified an inverse association between melanoma and smoking; however, data from population-based studies are scarce. OBJECTIVES:To determine the association between smoking and socioeconomic (SES) on the risk of development of melanoma. Furthermore, we sought to determine the implications of smoking and SES on survival. METHODS:We conducted a population-based case-control study. Cases were identified from the Welsh Cancer Intelligence and Surveillance Unit (WCISU) during 2000-2015 and controls from the general population. Smoking and SES were obtained from data linkage with other national databases. The association of smoking status and SES on the incidence of melanoma were assessed using binary logistic regression. Multivariate survival analysis was performed on a melanoma cohort using a Cox proportional hazard model using survival as the outcome. RESULTS:During 2000-2015, 9636 patients developed melanoma. Smoking data were obtained for 7124 (73·9%) of these patients. There were 26 408 controls identified from the general population. Smoking was inversely associated with melanoma incidence [odds ratio (OR) 0·70, 95% confidence interval (CI) 0·65-0·76]. Smoking was associated with an increased overall mortality [hazard ratio (HR) 1·30, 95% CI 1·09-1·55], but not associated with melanoma-specific mortality. Patients with higher SES had an increased association with melanoma incidence (OR 1·58, 95% CI 1·44-1·73). Higher SES was associated with an increased chance of both overall (HR 0·67, 95% CI 0·56-0·81) and disease-specific survival (HR 0·69, 95% CI 0·53-0·90). CONCLUSIONS:Our study has demonstrated that smoking appeared to be associated with reduced incidence of melanoma. Although smoking increases overall mortality, no association was observed with melanoma-specific mortality. Further work is required to determine if there is a biological mechanism underlying this relationship or an alternative explanation, such as survival bias. What's already known about this topic? Previous studies have been contradictory with both negative and positive associations between smoking and the incidence of melanoma reported. Previous studies have either been limited by publication bias because of selective reporting or underpowered. What does this study add? Our large study identified an inverse association between smoking status and melanoma incidence. Although smoking status was negatively associated with overall disease survival, no significant association was noted in melanoma-specific survival. Socioeconomic status remains closely associated with melanoma. Although higher socioeconomic populations are more likely to develop the disease, patients with lower socioeconomic status continue to have a worse prognosis."
31446406,https://doi.org/10.1136/bmjopen-2018-027577,Global health competencies in UK postgraduate medical training: a scoping review and curricular content analysis.,"Al-Shakarchi N, Obolensky L, Walpole S, Hemingway H, Banerjee A.",,BMJ open,2019,"OBJECTIVE:To assess global health (GH) training in all postgraduate medical education in the UK. DESIGN:Mixed methodology: scoping review and curricular content analysis using two GH competency frameworks. SETTING AND PARTICIPANTS:A scoping review (until December 2017) was used to develop a framework of GH competencies for doctors. National postgraduate medical training curricula were analysed against this and a prior framework for GH competencies. The number of core competencies addressed and/or appearing in each programme was recorded. OUTCOMES:The scoping review identified eight relevant publications. A 16-competency framework was developed and, with a prior 5-competency framework, used to analyse each of 71 postgraduate medical curricula. Curricula were examined by a team of researchers and relevant learning outcomes were coded as one of the 5 or 16 core competencies. The number of core competencies in each programme was recorded. RESULTS:Using the 5-competency and 16-competency frameworks, 23 and 20, respectively, out of 71 programmes contained no global health competencies, most notably the Foundation Programme (equivalent to internship), a compulsory programme for UK medical graduates. Of a possible 16 competencies, the mean number across all 71 programmes was 1.73 (95% CI 1.42 to 2.04) and the highest number were in paediatrics and infectious diseases, each with five competencies. Of the 16 core competencies, global burden of disease and socioeconomic determinants of health were the two most cited with 47 and 35 citations, respectively. 8/16 competencies were not cited in any curriculum. CONCLUSIONS:Equity of care and the challenges of practising in an increasingly globalised world necessitate GH competencies for all doctors. Across the whole of postgraduate training, the majority of UK doctors are receiving minimal or no training in GH. Our GH competency framework can be used to map and plan integration across postgraduate programmes."
32379357,https://doi.org/10.1002/sim.8563,A Bayesian hierarchical approach for multiple outcomes in routinely collected healthcare data.,"Carragher R, Mueller T, Bennie M, Robertson C.",,Statistics in medicine,2020,"Clinical trials are the standard approach for evaluating new treatments, but may lack the power to assess rare outcomes. Trial results are also necessarily restricted to the population considered in the study. The availability of routinely collected healthcare data provides a source of information on the performance of treatments beyond that offered by clinical trials, but the analysis of this type of data presents a number of challenges. Hierarchical methods, which take advantage of known relationships between clinical outcomes, while accounting for bias, may be a suitable statistical approach for the analysis of this data. A study of direct oral anticoagulants in Scotland is discussed and used to motivate a modeling approach. A Bayesian hierarchical model, which allows a stratification of the population into clusters with similar characteristics, is proposed and applied to the direct oral anticoagulant study data. A simulation study is used to assess its performance in terms of outcome detection and error rates."
31857590,https://doi.org/10.1038/s41597-019-0337-6,Machine learning for the detection of early immunological markers as predictors of multi-organ dysfunction.,"Bravo-Merodio L, Acharjee A, Hazeldine J, Bentley C, Foster M, Gkoutos GV, Lord JM.",,Scientific data,2019,"The immune response to major trauma has been analysed mainly within post-hospital admission settings where the inflammatory response is already underway and the early drivers of clinical outcome cannot be readily determined. Thus, there is a need to better understand the immediate immune response to injury and how this might influence important patient outcomes such as multi-organ dysfunction syndrome (MODS). In this study, we have assessed the immune response to trauma in 61 patients at three different post-injury time points (ultra-early (<=1 h), 4-12 h, 48-72 h) and analysed relationships with the development of MODS. We developed a pipeline using Absolute Shrinkage and Selection Operator and Elastic Net feature selection methods that were able to identify 3 physiological features (decrease in neutrophil CD62L and CD63 expression and monocyte CD63 expression and frequency) as possible biomarkers for MODS development. After univariate and multivariate analysis for each feature alongside a stability analysis, the addition of these 3 markers to standard clinical trauma injury severity scores yields a Generalized Liner Model (GLM) with an average Area Under the Curve value of 0.92 ± 0.06. This performance provides an 8% improvement over the Probability of Survival (PS14) outcome measure and a 13% improvement over the New Injury Severity Score (NISS) for identifying patients at risk of MODS."
32352158,https://doi.org/10.1002/bjs.11580,Author response to: Comment on: Impact of bariatric surgery on cardiovascular outcomes and mortality: a population-based cohort study.,"Adderley N, Singh P, Tahrani AA, Nirantharakumar K.",,The British journal of surgery,2020,
31827124,https://doi.org/10.1038/s41598-019-54849-w,Improving the odds of drug development success through human genomics: modelling study.,"Hingorani AD, Kuan V, Finan C, Kruger FA, Gaulton A, Chopade S, Sofat R, MacAllister RJ, Overington JP, Hemingway H, Denaxas S, Prieto D, Casas JP.",,Scientific reports,2019,"Lack of efficacy in the intended disease indication is the major cause of clinical phase drug development failure. Explanations could include the poor external validity of pre-clinical (cell, tissue, and animal) models of human disease and the high false discovery rate (FDR) in preclinical science. FDR is related to the proportion of true relationships available for discovery (γ), and the type 1 (false-positive) and type 2 (false negative) error rates of the experiments designed to uncover them. We estimated the FDR in preclinical science, its effect on drug development success rates, and improvements expected from use of human genomics rather than preclinical studies as the primary source of evidence for drug target identification. Calculations were based on a sample space defined by all human diseases - the 'disease-ome' - represented as columns; and all protein coding genes - 'the protein-coding genome'- represented as rows, producing a matrix of unique gene- (or protein-) disease pairings. We parameterised the space based on 10,000 diseases, 20,000 protein-coding genes, 100 causal genes per disease and 4000 genes encoding druggable targets, examining the effect of varying the parameters and a range of underlying assumptions, on the inferences drawn. We estimated γ, defined mathematical relationships between preclinical FDR and drug development success rates, and estimated improvements in success rates based on human genomics (rather than orthodox preclinical studies). Around one in every 200 protein-disease pairings was estimated to be causal (γ = 0.005) giving an FDR in preclinical research of 92.6%, which likely makes a major contribution to the reported drug development failure rate of 96%. Observed success rate was only slightly greater than expected for a random pick from the sample space. Values for γ back-calculated from reported preclinical and clinical drug development success rates were also close to the a priori estimates. Substituting genome wide (or druggable genome wide) association studies for preclinical studies as the major information source for drug target identification was estimated to reverse the probability of late stage failure because of the more stringent type 1 error rate employed and the ability to interrogate every potential druggable target in the same experiment. Genetic studies conducted at much larger scale, with greater resolution of disease end-points, e.g. by connecting genomics and electronic health record data within healthcare systems has the potential to produce radical improvement in drug development success rate."
32282926,https://doi.org/10.1111/bjd.19122,"Partner bereavement and risk of chronic urticaria, alopecia areata and vitiligo: cohort studies in the UK and Denmark.","Wong AYS, Kjaersgaard A, Frøslev T, Forbes HJ, Mansfield KE, Silverwood RJ, Sørensen HT, Smeeth L, Schmidt SAJ, Langan SM.",,The British journal of dermatology,2020,
32128788,https://doi.org/10.1111/bjd.18889,The association between partner bereavement and melanoma: cohort studies in the U.K. and Denmark.,"Wong AYS, Frøslev T, Dearing L, Forbes HJ, Mulick A, Mansfield KE, Silverwood RJ, Kjaersgaard A, Sørensen HT, Smeeth L, Lewin A, Schmidt SAJ, Langan SM.",,The British journal of dermatology,2020,"BACKGROUND:Psychological stress is commonly cited as a risk factor for melanoma, but clinical evidence is limited. OBJECTIVES:This study aimed to evaluate the association between partner bereavement and (i) first-time melanoma diagnosis and (ii) mortality in patients with melanoma. METHODS:We conducted two cohort studies using data from the U.K. Clinical Practice Research Datalink (1997-2017) and Danish nationwide registries (1997-2016). In study 1, we compared the risk of first melanoma diagnosis in bereaved vs. matched nonbereaved people using stratified Cox regression. In study 2 we estimated hazard ratios (HRs) for death from melanoma in bereaved compared with nonbereaved individuals with melanoma using Cox regression. We estimated HRs separately for the U.K. and for Denmark, and then pooled the data to perform a random-effects meta-analysis. RESULTS:In study 1, the pooled adjusted HR for the association between partner bereavement and melanoma diagnosis was 0·88 [95% confidence interval (CI) 0·84-0·92] across the entire follow-up period. In study 2, we observed increased melanoma-specific mortality in people experiencing partner bereavement across the entire follow-up period (HR 1·17, 95% CI 1·06-1·30), with the peak occurring during the first year of follow-up (HR 1·31, 95% CI 1·07-1·60). CONCLUSIONS:We found decreased risk of melanoma diagnosis, but increased mortality associated with partner bereavement. These findings may be partly explained by delayed detection resulting from the loss of a partner who could notice skin changes. Stress may play a role in melanoma progression. Our findings indicate the need for a low threshold for skin examination in individuals whose partners have died."
