site,doi,date,link,title,authors,affiliations,abstract,author_similarity,affiliation_similarity
medrxiv,10.1101/2020.04.27.20081810,2020-05-03,http://medrxiv.org/cgi/content/short/2020.04.27.20081810,Clinical classifiers of COVID-19 infection from novel ultra-high-throughput proteomics,Christoph B. Messner; Vadim Demichev; Daniel Wendisch; Laura Michalick; Matthew White; Anja Freiwald; Kathrin Textoris-Taube; Spyros I. Vernardis; Anna-Sophia Egger; Marco Kreidl; Daniela Ludwig; Christiane Kilian; Federica Agostini; Aleksej Zelezniak; Charlotte Thibeault; Moritz Pfeiffer; Stefan Hippenstiel; Andreas Hocke; Christof von Kalle; Archie Campbell; Caroline Hayward; David J. Porteous; Riccardo E. Marioni; Claudia Langenberg; Kathryn S. Lilley; Wolfgang M. Kuebler; Michael Muelleder; Christian Drosten; Martin Witzenrath; Florian Kurth; Leif Erik Sander; Markus Ralser,"The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, London NW11AT, United Kingdom; The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, London NW11AT, United Kingdom; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany; Charite Universitaetsmedizin, Institute of Physiology, 10117 Berlin, Germany; The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, London NW11AT, United Kingdom; Charite Universitaetsmedizin, Core Facility - High Throughput Mass Spectrometry, 10117 Berlin, German; Charite Universitaetsmedizin, Core Facility - High Throughput Mass Spectrometry, 10117 Berlin, Germany; The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, London NW11AT, United Kingdom; The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, London NW11AT, United Kingdom; The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, London NW11AT, United Kingdom; Charite Universitaetsmedizin, Department of Biochemistry, 10117 Berlin, Germany; Charite Universitaetsmedizin, Department of Biochemistry, 10117 Berlin, Germany; Charite Universitaetsmedizin, Department of Biochemistry, 10117 Berlin, Germany; Department of Biology and Biological Engineering, Chalmers University of Technology, Gothenburg SE-412 96, Sweden; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany; Berlin Institute of Health (BIH), and  Charite Universitaetsmedizin, Clinical Study Center (CSC), 10117 Berlin, Germany; Centre for Genomic and Experimental Medicine, Institute of Genetics and Molecular Medicine, University of Edinburgh United Kingdom and Usher Institute, Universi; MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh EH4 2XU, United Kingdom; Centre for Genomic and Experimental Medicine, Institute of Genetics and Molecular Medicine, University of Edinburgh EH4 2XU, United Kingdom; Centre for Genomic and Experimental Medicine, Institute of Genetics and Molecular Medicine, University of Edinburgh EH4 2XU, United Kingdom; MRC Epidemiology Unit, Institute of Metabolic Science, University of Cambridge, Cambridge CB2 0QQ, United Kingdom; Department of Biochemistry, The University of Cambridge, Cambridge, CB21GA, United Kingdom; Charite Universitaetsmedizin, Berlin, Institute of Physiology, 10117 Berlin, Germany; Charite Universitaetsmedizin, Core Facility - High Throughput Mass Spectrometry, 10117 Berlin, Germany; Charite Universitaetsmedizin, Berlin, Department of Virology, 10117 Berlin, Germany; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany and Department of Tropical Medicine, Bernhard; Charite Universitaetsmedizin, Berlin, Dept. of Infectious Diseases and Respiratory Medicine, 10117 Berlin, Germany; Charite Universitaetsmedizin, Berlin, Department of Biochemistry, 10117 Berlin, and The Francis Crick Institute, Molecular Biology of Metabolism Laboratory, Lon","The COVID-19 pandemic is an unprecedented global challenge. Highly variable in its presentation, spread and clinical outcome, novel point-of-care diagnostic classifiers are urgently required. Here, we describe a set of COVID-19 clinical classifiers discovered using a newly designed low-cost high-throughput mass spectrometry-based platform. Introducing a new sample preparation pipeline coupled with short-gradient high-flow liquid chromatography and mass spectrometry, our methodology facilitates clinical implementation and increases sample throughput and quantification precision. Providing a rapid assessment of serum or plasma samples at scale, we report 27 biomarkers that distinguish mild and severe forms of COVID-19, of which some may have potential as therapeutic targets. These proteins highlight the role of complement factors, the coagulation system, inflammation modulators as well as pro-inflammatory signalling upstream and downstream of Interleukin 6. Application of novel methodologies hence transforms proteomics from a research tool into a rapid-response, clinically actionable technology adaptable to infectious outbreaks.",100,100
medrxiv,10.1101/2020.04.28.20083295,2020-05-02,http://medrxiv.org/cgi/content/short/2020.04.28.20083295,Modifiable and non-modifiable risk factors for COVID-19: results from UK Biobank,Frederick K Ho; Carlos A Celis-Morales; Stuart R Gray; Srinivasa Vittal Katikireddi; Claire L Niedzwiedz; Claire Hastie; Donald M. Lyall; Lyn D. Ferguson; Colin Berry; Daniel F. Mackay; Jason M.R. Gill; Jill P. Pell; Naveed Sattar; Paul I Welsh,University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University Of Glasgow,"Background Information on risk factors for COVID-19 is sub-optimal. We investigated demographic, lifestyle, socioeconomic, and clinical risk factors, and compared them to risk factors for pneumonia and influenza in UK Biobank. Methods UK Biobank recruited 37-70 year olds in 2006-2010 from the general population. The outcome of confirmed COVID-19 infection (positive SARS-CoV-2 test) was linked to baseline UK Biobank data. Incident influenza and pneumonia were obtained from primary care data. Poisson regression was used to study the association of exposure variables with outcomes. Findings Among 428,225 participants, 340 had confirmed COVID-19. After multivariable adjustment, modifiable risk factors were higher body mass index (RR 1.24 per SD increase), smoking (RR 1.38), slow walking pace as a proxy for physical fitness (RR 1.66) and use of blood pressure medications as a proxy for hypertension (RR 1.40). Non-modifiable risk factors included older age (RR 1.10 per 5 years), male sex (RR 1.64), black ethnicity (RR 1.86), socioeconomic deprivation (RR 1.26 per SD increase in Townsend Index), longstanding illness (RR 1.38) and high cystatin C (RR 1.24 per 1 SD increase). The risk factors overlapped with pneumonia somewhat; less so for influenza. The associations with modifiable risk factors were generally stronger for COVID-19, than pneumonia or influenza. Interpretation These findings suggest that modification of lifestyle may help to reduce the risk of COVID-19 and could be a useful adjunct to other interventions, such as social distancing and shielding of high risk. Funding British Heart Foundation, Medical Research Council, Chief Scientist Office.",100,100
biorxiv,10.1101/2020.04.28.066977,2020-04-29,http://biorxiv.org/cgi/content/short/2020.04.28.066977,"Controlling the SARS-CoV-2 outbreak, insights from large scale whole genome sequences generated across the world",Jody Phelan; Wouter Deelder; Daniel Ward; Susana Campino; Martin L Hibberd; Taane G Clark,London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine,"BackgroundSARS-CoV-2 most likely evolved from a bat beta-coronavirus and started infecting humans in December 2019. Since then it has rapidly infected people around the world, with more than 4.5 million confirmed cases by the middle of May 2020. Early genome sequencing of the virus has enabled the development of molecular diagnostics and the commencement of therapy and vaccine development. The analysis of the early sequences showed relatively few evolutionary selection pressures. However, with the rapid worldwide expansion into diverse human populations, significant genetic variations are becoming increasingly likely. The current limitations on social movement between countries also offers the opportunity for these viral variants to become distinct strains with potential implications for diagnostics, therapies and vaccines.

MethodsWe used the current sequencing archives (NCBI and GISAID) to investigate 15,487 whole genomes, looking for evidence of strain diversification and selective pressure.

ResultsWe used 6,294 SNPs to build a phylogenetic tree of SARS-CoV-2 diversity and noted strong evidence for the existence of two major clades and six sub-clades, unevenly distributed across the world. We also noted that convergent evolution has potentially occurred across several locations in the genome, showing selection pressures, including on the spike glycoprotein where we noted a potentially critical mutation that could affect its binding to the ACE2 receptor. We also report on mutations that could prevent current molecular diagnostics from detecting some of the sub-clades.

ConclusionsThe worldwide whole genome sequencing effort is revealing the challenge of developing SARS-CoV-2 containment tools suitable for everyone and the need for data to be continually evaluated to ensure accuracy in outbreak estimations.",100,100
medrxiv,10.1101/2020.04.24.20078006,2020-04-29,http://medrxiv.org/cgi/content/short/2020.04.24.20078006,Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection,Ewan Carr; Rebecca Bendayan; Daniel Bean; Kevin O'Gallagher; Andrew Pickles; Daniel Stahl; Rosita Zakeri; Thomas Searle; Anthony Shek; Zeljko Kraljevic; James T Teo; Ajay Shah; Richard Dobson,King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; Kings College Hospital NHS Foundation Trust; King's College London; Kings College London,"Importance: An early minimally symptomatic phase is often followed by deterioration in patients with COVID-19 infection. This study shows that the addition of age and a minimal set of common blood tests taken in patients on admission to hospital significantly improves the National Early Warning Score (NEWS2) for risk-stratification of severe COVID disease. Objective: To supplement the NEWS2 score with a small number of easily obtained additional demographic, physiological and blood variables indicative of severity of COVID-19 infection. Design: Retrospective observational cohort with internal and temporal held-out external validation. Setting: Acute secondary care. Participants: 708 patients admitted to an acute multi-site UK NHS hospital with confirmed COVID-19 disease from 1st March to 5th April 2020. Intervention: Not applicable. Main outcome and measures: The primary outcome was patient status at 14 days after symptom onset categorised as severe disease (WHO-COVID-19 Outcomes Scales 6-8: i.e. transferred to intensive care unit or death). 218 of the 708 patients reached the primary end point. A range of physiological and blood biomarkers as well age, gender, ethnicity and comorbidities (hypertension, diabetes, heart, respiratory and kidney diseases) were assessed for their association with the primary outcome. Results: NEWS2 total score on admission was a weak predictor for severity of COVID-19 infection at 14 days (internally validated AUC = 0.628). The addition of age and common blood tests (CRP, neutrophil count, estimated GFR and albumin) provided substantial improvements to a risk stratification model but performance was still only moderate (AUC = 0.75). Common comorbidities hypertension, diabetes, heart, respiratory and kidney diseases have minor additional predictive value. Conclusions and relevance: Adding age and a minimal set of common blood parameters to NEWS2 improves the risk stratification of patients likely to develop severe COVID-19 outcomes. The addition of a few common parameters is likely to be much easier to implement in a short time-scale than a novel risk-scoring system.",100,100
medrxiv,10.1101/2020.04.25.20079251,2020-04-29,http://medrxiv.org/cgi/content/short/2020.04.25.20079251,"Key predictors of attending hospital with COVID19: An association study from the COVID Symptom Tracker App in 2,618,948 individuals",Mary Ni Lochlainn; Karla A Lee; Carole H Sudre; Thomas Varsavsky; M. Jorge Cardoso; Cristina Menni; Ruth C. E. Bowyer; Long H. Nguyen; David Alden Drew; Sajaysurya Ganesh; Julien Lavigne du Cadet; Alessia Visconti; Maxim B Freydin; Marc Modat; Mark S Graham; Joan Capdevila Pujol; Benjamin Murray; Julia S El-Sayed Moustafa; Xinyuan Zhang; Richard Davies; Mario Falchi; Timothy D Spector; Andrew T Chan; Sebastien Ourselin; Claire J Steves,"Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; School of Biomedical Engineering & Imaging Sciences, Kings College London, Westminster Bridge Road, SE17EH London, UK; School of Biomedical Engineering & Imaging Sciences, Kings College London, Westminster Bridge Road, SE17EH London, UK; School of Biomedical Engineering & Imaging Sciences, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Clinical and Translational Epidemiology Unit, Massachusetts General Hospital, MA, USA; Clinical and Translational Epidemiology Unit, Massachusetts General Hospital, MA, USA; Zoe Global Limited,164 Westminster Bridge Road, London SE1 7RW, UK; Zoe Global Limited,164 Westminster Bridge Road, London SE1 7RW, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; School of Biomedical Engineering & Imaging Sciences, Kings College London, Westminster Bridge Road, SE17EH London, UK; School of Biomedical Engineering & Imaging Sciences, Kings College London, Westminster Bridge Road, SE17EH London, UK; Zoe Global Limited,164 Westminster Bridge Road, London SE1 7RW, UK; School of Biomedical Engineering & Imaging Sciences, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Zoe Global Limited,164 Westminster Bridge Road, London SE1 7RW, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK; Clinical and Translational Epidemiology Unit, Massachusetts General Hospital, MA, USA; School of Biomedical Engineering & Imaging Sciences, Kings College London, Westminster Bridge Road, SE17EH London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, Westminster Bridge Road, SE17EH London, UK","Objectives: We aimed to identify key demographic risk factors for hospital attendance with COVID-19 infection. Design: Community survey Setting: The COVID Symptom Tracker mobile application co-developed by physicians and scientists at Kings College London, Massachusetts General Hospital, Boston and Zoe Global Limited was launched in the UK and US on 24th and 29th March 2020 respectively. It captured self-reported information related to COVID-19 symptoms and testing. Participants: 2,618,948 users of the COVID Symptom Tracker App. UK (95.7%) and US (4.3%) population. Data cut-off for this analysis was 21st April 2020. Main outcome measures: Visit to hospital and for those who attended hospital, the need for respiratory support in three subgroups (i) self-reported COVID-19 infection with classical symptoms (SR-COVID-19), (ii) self-reported positive COVID-19 test results (T-COVID-19), and (iii) imputed/predicted COVID-19 infection based on symptomatology (I-COVID-19). Multivariate logistic regressions for each outcome and each subgroup were adjusted for age and gender, with sensitivity analyses adjusted for comorbidities. Classical symptoms were defined as high fever and persistent cough for several days. Results: Older age and all comorbidities tested were found to be associated with increased odds of requiring hospital care for COVID-19. Obesity (BMI >30) predicted hospital care in all models, with odds ratios (OR) varying from 1.20 [1.11; 1.31] to 1.40 [1.23; 1.60] across population groups. Pre-existing lung disease and diabetes were consistently found to be associated with hospital visit with a maximum OR of 1.79 [1.64,1.95] and 1.72 [1.27; 2.31]) respectively. Findings were similar when assessing the need for respiratory support, for which age and male gender played an additional role. Conclusions: Being older, obese, diabetic or suffering from pre-existing lung, heart or renal disease placed participants at increased risk of visiting hospital with COVID-19. It is of utmost importance for governments and the scientific and medical communities to work together to find evidence-based means of protecting those deemed most vulnerable from COVID-19. Trial registration: The App Ethics have been approved by KCL ethics Committee REMAS ID 18210, review reference LRS-19/20-18210",94,100
medrxiv,10.1101/2020.04.23.20076521,2020-04-27,http://medrxiv.org/cgi/content/short/2020.04.23.20076521,"Geo-social gradients in predicted COVID-19 prevalence and severity in Great Britain: results from 2,266,235 users of the COVID-19 Symptoms Tracker app",Ruth Bowyer; Thomas Varsavsky; Carole H Sudre; Benjamin Murray; Maxim Freidin; Darioush Yarand; Sajaysurya Ganesh; Joan Capdevila; Ellen J Thompson; Elco Bakker; M Jorge Cardoso; Richard Davies; Jonathan Wolf; Tim D Spector; Sebastien Ourselin; Claire J Steves; Cristina Menni,King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; Zoe Global Limited; Zoe Global Limited; King's College London; Zoe Global Limited; King's College London; King's College London; Zoe Global Limited; King's College London; King's College London; King's College London; King's College London,"Understanding the geographical distribution of COVID-19 through the general population is key to the provision of adequate healthcare services. Using self-reported data from 2,266,235 unique GB users of the COVID Symptom Tracker app, we find that COVID-19 prevalence and severity became rapidly distributed across the UK within a month of the WHO declaration of the pandemic, with significant evidence of urban hot-spots. We found a geo-social gradient associated with disease severity and prevalence suggesting resources should focus on urban areas and areas of higher deprivation. Our results demonstrate use of self-reported data to inform public health policy and resource allocation.",100,100
medrxiv,10.1101/2020.04.22.20075663,2020-04-27,http://medrxiv.org/cgi/content/short/2020.04.22.20075663,Ethnic and socioeconomic differences in SARS-CoV2 infection in the UK Biobank cohort study,Claire L Niedzwiedz; Bhautesh D Jani; Evangelia Demou; Frederick K Ho; Carlos Celis-Morales; Barbara I Nicholl; Frances Mair; Paul Welsh; Naveed Sattar; Jill Pell; Srinivasa Vittal Katikireddi,University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow; University Of Glasgow; University of Glasgow; University of Glasgow; University of Glasgow,"Background Understanding of the role of ethnicity and socioeconomic position in the risk of developing SARS-CoV-2 infection is limited. We investigated this in the UK Biobank study. Methods The UK Biobank study recruited 40-70 year olds in 2006-2010 from the general population, collecting information about self-defined ethnicity and socioeconomic variables (including area-level socioeconomic deprivation and educational attainment). SARS-CoV-2 test results from Public Health England were linked to baseline UK Biobank data. Poisson regression with robust standard errors was used to assess risk ratios (RRs) between the exposures and dichotomous variables for: being tested, having a positive test and testing positive in hospital. We also investigated whether ethnicity and socioeconomic position were associated with having a positive test amongst those tested. We adjusted for covariates including age, sex, social variables (including healthcare work and household size), behavioural risk factors and baseline health. Results Among 428,225 participants in England, 1,474 had been tested and 669 tested positive between 16 March and 13 April 2020. Black, south Asian and white Irish people were more likely to have confirmed infection (RR 4.01 (95%CI 2.92-5.12); RR 2.11 (95%CI 1.43-3.10); and RR 1.60 (95% CI 1.08-2.38) respectively) and were more likely to be hospital cases compared to the White British. While they were more likely to be tested, they were also more likely to test positive. Adjustment for baseline health and behavioural risk factors led to little change, with only modest attenuation when accounting for socioeconomic variables. Socioeconomic deprivation and having no qualifications were consistently associated with a higher risk of confirmed infection (RR 2.26 (95%CI 1.76-2.90); and RR 1.91 (95%CI 1.53-2.38) respectively). Conclusions Some minority ethnic groups have a higher risk of confirmed SARS-CoV-2 infection in the UK Biobank study which was not accounted for by differences in socioeconomic conditions, measured baseline health or behavioural risk factors. An urgent response to addressing these elevated risks is required.",100,100
medrxiv,10.1101/2020.04.21.20073049,2020-04-24,http://medrxiv.org/cgi/content/short/2020.04.21.20073049,What can trends in hospital deaths from COVID-19 tell us about the progress and peak of the pandemic? An analysis of death counts from England announced up to 20 April 2020,David A Leon; Christopher I Jarvis; Anne M Johnson; Liam Smeeth; Vladimir M Shkolnikov,London School of Hygiene & Tropical Medicine; London School of Hygiene and Tropical Medicine; University College London; London School of Hygiene & Tropical Medicine; Max Planck Institute for Demographic Research,"Background. Reporting of daily hospital COVID-19 deaths in the UK are promoted by the government and scientific advisers alike as a key metric for assessing the progress in the control of the epidemic. These data, however, have certain limitations, among which one of the most significant concerns the fact that the daily totals span deaths that have occurred between 1 and 10 days or more in the past. Data and methods. We obtained daily data published published by NHS England up to and including April 25 in the form of Excel spreadsheets in which deaths counts are presented by date of death according to age and region. Simple descriptive analyses were conducted and presented in graphical and tabular form which were aimed at illustrating the biases inherent in focussing on daily counts regardless of when the deaths occurred. We then looked at how a less biased picture could be obtained by looking at trends in death counts stratifying by individual period of delay in days between occurrence of death and when the death was included in the daily announcement. Findings. The number of hospital COVID-19 deaths announced daily overestimates the maximum number of deaths actually occurring so far in the epidemic in the UK, and also obscures the pattern of decline in deaths. Taking account of reporting delays suggests that for England as a whole a peak in hospital COVID-19 deaths may have been reached on April 8 with a subsequent gradual decline suggested. The same peak is also seen among those aged 60-79 and 80+, although there is slightly shallower decline in the oldest age group (80+ years). Among those aged 40-59 years a later peak on April 11 is evident. London shows a peak on April 8 and a clearer and steeper pattern of subsequent decline compared to England as a whole. Interpretation. Analyses of mortality trends must take account of delay, and in communication with the public more emphasis should be placed on looking at trends based on deaths that occurred 5 or more days prior to the announcement day. The slightly weaker decline seen at age 80+ may reflect increased hospitalisation of people from care homes, whereas the later peak under the age of 60 years may reflect the higher proportions at these younger ages being admitted to critical care resulting in an extension of life of several days.",100,100
medrxiv,10.1101/2020.04.22.20072124,2020-04-24,http://medrxiv.org/cgi/content/short/2020.04.22.20072124,"Self-reported symptoms of covid-19 including symptoms most predictive of SARS-CoV-2 infection, are heritable",Frances MK Williams; Maxim Freydin; Massimo Mangino; Simon Couvreur; Alessia Visconti; Ruth CE Bowyer; Caroline I Le Roy; Mario Falchi; Carole Sudre; Richard Davies; Christopher Hammond; Cristina Menni; Claire Steves; Tim Spector,King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; King's College London; Zoe Global Ltd; King's College London; King's College London; King's College London; King's College London,"Susceptibility to infection such as SARS-CoV-2 may be influenced by host genotype. TwinsUK volunteers (n=2633) completing the C-19 Covid symptom tracker app allowed classical twin studies of covid-19 symptoms including predicted covid-19, a symptom-based algorithm predicting true infection derived in app users tested for SARS-CoV-2. We found heritability for fever = 41 (95% confidence intervals 12-70)%; anosmia 47 (27-67)%; delirium 49 (24-75)%; and predicted covid-19 gave heritability = 50 (29-70)%.",100,100
medrxiv,10.1101/2020.04.18.20064774,2020-04-22,http://medrxiv.org/cgi/content/short/2020.04.18.20064774,"How many are at increased risk of severe COVID-19 disease? Rapid global, regional and national estimates for 2020",Andrew Clark; Mark Jit; Charlotte Warren-Gash; Bruce Guthrie; Harry HX Wang; Stewart W Mercer; Colin Sanderson; Martin McKee; Christopher Troeger; Kanyin I Ong; Francesco Checchi; Pablo Perel; Sarah Joseph; Hamish P Gibbs; Amitava Banerjee; LSHTM CMMID COVID-19 working group; Rosalind M Eggo,LSHTM; London School of Hygiene & Tropical Medicine; LSHTM; Edinburgh University; Sun Yat-Sen University; Edinburgh University; LSHTM; LSHTM; University of Washington; University of Washington; LSHTM; LSHTM; IAVI; LSHTM; UCL; ; London School of Hygiene & Tropical Medicine,"Background The risk of severe COVID-19 disease is known to be higher in older individuals and those with underlying health conditions. Understanding the number of individuals at increased risk of severe COVID-19 illness, and how this varies between countries may inform the design of possible strategies to shield those at highest risk. Methods We estimated the number of individuals at increased risk of severe COVID-19 disease by age (5-year age groups), sex and country (n=188) based on prevalence data from the Global Burden of Disease (GBD) study for 2017 and United Nations population estimates for 2020. We also calculated the number of individuals without an underlying condition that could be considered at-risk because of their age, using thresholds from 50-70 years. The list of underlying conditions relevant to COVID-19 disease was determined by mapping conditions listed in GBD to the guidelines published by WHO and public health agencies in the UK and US. We analysed data from two large multimorbidity studies to determine appropriate adjustment factors for clustering and multimorbidity. Results We estimate that 1.7 (1.0 - 2.4) billion individuals (22% [15-28%] of the global population) are at increased risk of severe COVID-19 disease. The share of the population at increased risk ranges from 16% in Africa to 31% in Europe. Chronic kidney disease (CKD), cardiovascular disease (CVD), diabetes and chronic respiratory disease (CRD) were the most prevalent conditions in males and females aged 50+ years. African countries with a high prevalence of HIV/AIDS and Island countries with a high prevalence of diabetes, also had a high share of the population at increased risk. The prevalence of multimorbidity (>1 underlying conditions) was three times higher in Europe than in Africa (10% vs 3%). Conclusion Based on current guidelines and prevalence data from GBD, we estimate that one in five individuals worldwide has a condition that is on the list of those at increased risk of severe COVID-19 disease. However, for many of these individuals the underlying condition will be undiagnosed or not severe enough to be captured in health systems, and in some cases the increase in risk may be quite modest. There is an urgent need for robust analyses of the risks associated with different underlying conditions so that countries can identify the highest risk groups and develop targeted shielding policies to mitigate the effects of the COVID-19 pandemic.",100,100
medrxiv,10.1101/2020.04.16.20067587,2020-04-22,http://medrxiv.org/cgi/content/short/2020.04.16.20067587,Impact of blood analysis and immune function on the prognosis of patients with COVID-19,Yue-qiang Fu; Yue-lin Sun; Si-wei Lu; Yang Yang; Yi Wang; Feng Xu,Childrens hospital of Chongqing Medical University; Childrens hospital of Chongqing Medical University; Childrens Hospital of Chongqing Medical University; Renmin Hospital of Wuhan University; Childrens Hospital of Chongqing Medical University; Childrens Hospitial of Chongqing Medical University,"Introduction: This retrospective study investigated the implications of changes in blood parameters and cellular immune function in patients with 2019-coronavirus infected disease (COVID-19). Methods: Records were reviewed of 85 patients with COVID-19 between February 4 and 16, 2020. The primary outcome was in-hospital mortality at 28 days. Results: Fourteen patients died. The baseline leukocyte count, neutrophil count and hemoglobin was significantly higher in non-survivors compared with survivors, while the reverse was true of lymphocyte count, platelet, PaO2/FiO2, CD3+ count and CD4+ count. The percentage of neutrophil count > 6.3*109/L in death group was significantly higher than that in survival group, and multivariate logistic regression showed neutrophil count was independently associated with mortality. However, there were not significant difference in IgG, IgM, IgA, C3, C4 and the percentage of IgE > 100 IU/ml between the death group and survival group. Areas under the receiver operating characteristic curves of the following at baseline could significantly predict mortality: leukocyte, neutrophil, lymphocyte, CD3+ and CD4+ counts. Conclusions: For patients with COVID-19, lymphocyte, CD3+ and CD4+ counts that marked decrease suggest a poor outcome. A high neutrophil count is independently associated with mortality. At admission, leukocyte, neutrophil, lymphocyte, CD3+ and CD4+ counts should receive added attention.",100,100
medrxiv,10.1101/2020.04.16.20067504,2020-04-21,http://medrxiv.org/cgi/content/short/2020.04.16.20067504,"The effect of inter-city travel restrictions on geographical spread of COVID-19: Evidence from Wuhan, China",Billy J Quilty; Charlie Diamond; Yang Liu; Hamish Gibbs; Timothy W Russell; Christopher I Jarvis; Kiesha Prem; Carl A B Pearson; Samuel J Clifford; Stefan Flasche; CMMID COVID-19 working group; Petra Klepac; Rosalind M Eggo; Mark Jit,London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; ; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine,"Background: To contain the spread of COVID-19, a cordon sanitaire was put in place in Wuhan prior to the Lunar New Year, on 23 January 2020, restricting travel to other parts of China. We assess the efficacy of the cordon sanitaire to delay the introduction and onset of local transmission of COVID-19 in other major cities in mainland China. Methods: We estimated the number of infected travellers from Wuhan to other major cities in mainland China from November 2019 to March 2020 using previously estimated COVID-19 prevalence in Wuhan and publicly available mobility data. We focused on Beijing, Chongqing, Hangzhou, and Shenzhen as four representative major cities to identify the potential independent contribution of the cordon sanitaire and holiday travel. To do this, we simulated outbreaks generated by infected arrivals in these destination cities using stochastic branching processes. We also modelled the effect of the cordon sanitaire in combination with reduced transmissibility scenarios representing the effect of local non-pharmaceutical interventions. Findings: In the four cities, given the potentially high prevalence of COVID-19 in Wuhan between Dec 2019 and early Jan 2020, local transmission may have been seeded as early as 2 - 8 January 2020. By the time the cordon sanitaire was imposed, simulated case counts were likely in the hundreds. The cordon sanitaire alone did not substantially affect the epidemic progression in these cities, although it may have had some effect in smaller cities. Interpretation: Our results indicate that the cordon sanitaire may not have prevented COVID-19 spread in major Chinese cities; local non-pharmaceutical interventions were likely more important for this.",100,100
