id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,abstract
31801372,https://doi.org/10.1161/atvbaha.119.313226,"Carotid Intima-Media Thickness: Novel Loci, Sex-Specific Effects, and Genetic Correlations With Obesity and Glucometabolic Traits in UK Biobank.","Strawbridge RJ, Ward J, Bailey MES, Cullen B, Ferguson A, Graham N, Johnston KJA, Lyall LM, Pearsall R, Pell J, Shaw RJ, Tank R, Lyall DM, Smith DJ.",,"Arteriosclerosis, thrombosis, and vascular biology",2020,"OBJECTIVE:Atherosclerosis is the underlying cause of most cardiovascular disease, but mechanisms underlying atherosclerosis are incompletely understood. Ultrasound measurement of the carotid intima-media thickness (cIMT) can be used to measure vascular remodeling, which is indicative of atherosclerosis. Genome-wide association studies have identified many genetic loci associated with cIMT, but heterogeneity of measurements collected by many small cohorts have been a major limitation in these efforts. Here, we conducted genome-wide association analyses in UKB (UK Biobank; N=22 179), the largest single study with consistent cIMT measurements. Approach and Results: We used BOLT-LMM software to run linear regression of cIMT in UKB, adjusted for age, sex, and genotyping chip. In white British participants, we identified 5 novel loci associated with cIMT and replicated most previously reported loci. In the first sex-specific analyses of cIMT, we identified a locus on chromosome 5, associated with cIMT in women only and highlight VCAN as a good candidate gene at this locus. Genetic correlations with body mass index and glucometabolic traits were also observed. Two loci influenced risk of ischemic heart disease. CONCLUSIONS:These findings replicate previously reported associations, highlight novel biology, and provide new directions for investigating the sex differences observed in cardiovascular disease presentation and progression."
31795195,https://doi.org/10.3390/cancers11121895,Identification of Circulating Genomic and Metabolic Biomarkers in Intrahepatic Cholangiocarcinoma.,"Winter H, Kaisaki PJ, Harvey J, Giacopuzzi E, Ferla MP, Pentony MM, Knight SJL, Sharma RA, Taylor JC, McCullagh JSO.",,Cancers,2019,"Intrahepatic cholangiocarcinoma (ICC) is an aggressive cancer arising from the bile ducts with a need for earlier diagnosis and a greater range of treatment options. KRAS/NRAS mutations are common in ICC tumours and 6-32% of patients also have isocitrate dehydrogenase 1 and 2 (IDH1 and IDH2) gene mutations associated with metabolic changes. This feasibility study investigated sequencing circulating tumour DNA (ctDNA) combined with metabolite profiling of plasma as a method for biomarker discovery in ICC patients. Plasma was collected from four ICC patients receiving radio-embolisation and healthy controls at multiple time points. ctDNA was sequenced using Ampliseq cancer hotspot panel-v2 on Ion Torrent PGM for single nucleotide variants (SNV) detection and with Illumina whole genome sequencing for copy number variants (CNV) and further targeted examination for SNVs. Untargeted analysis of metabolites from patient and control plasma was performed using liquid chromatography coupled with high-resolution tandem mass spectrometry (LC-MS/MS). Metabolite identification was performed using multi-parameter comparisons with analysis of authentic standards, and univariate statistical analysis was performed to identify differences in metabolite abundance between patient and control samples. Recurrent somatic SNVs and CNVs were identified in ctDNA from three out of four patients that included both NRAS and IDH1 mutations linked to ICC. Plasma metabolite analysis revealed biomarker metabolites associated with ICC and in particular 2-hydroxyglutarate (2-HG) levels were elevated in both samples from the only patient showing a variant allele in IDH1. A reduction in the number of CNVs was observed with treatment. This study demonstrates that ctDNA and metabolite levels can be identified and correlated in ICC patient blood samples and differentiated from healthy controls. We conclude that combining genomic and metabolic analysis of plasma offers an effective approach to biomarker identification with potential for disease stratification and early detection studies."
30921401,https://doi.org/10.1371/journal.pone.0214607,Effect of impregnated central venous catheters on thrombosis in paediatric intensive care: Post-hoc analyses of the CATCH trial.,"Wu Y, Fraser C, Gilbert R, Mok Q.",,PloS one,2019,"PURPOSE:The CATheter infections in CHildren (CATCH) trial reported reduced risks of bloodstream infection with antibiotic impregnated compared with heparin-bonded or standard central venous catheters (CVC) in paediatric intensive care. CVC impregnation did not increase the risk of thrombosis which was recorded in 24% of participants. This post-hoc analysis determines the effect of CVC impregnation on the risk of thrombosis leading to CVC removal or swollen limb. METHODS:We analysed patients in the CATCH trial, blind to CVC allocation, to define clinically relevant thrombosis based on the clinical sign most frequently recorded in patients where the CVC was removed because of concerns regarding thrombosis. In post-hoc, three-way comparisons of antibiotic, heparin and standard CVCs, we determined the effect of CVC type on time to clinically relevant thrombosis, using Cox proportional hazards regression. RESULTS:Of 1409 participants with a successful CVC insertion, the sign most frequently resulting in CVC removal was swollen limb (37.6%; 41/109), with lower rates of removal of CVC following 2 episodes of difficulty withdrawing blood or of flushing to unblock the CVC. In intention to treat analyses (n = 1485), clinically relevant thrombosis, defined by 1 or more record of swollen limb or CVC removal due to concerns about thrombosis, was recorded in 11.9% (58/486) of antibiotic CVCs, 12.1% (60/497) of heparin CVCs, and 10.2% (51/502) of standard CVCs. We found no differences in time to clinically relevant thrombosis according to type of CVC. CONCLUSIONS:We found no evidence for an increased risk of clinically relevant thrombosis in antibiotic impregnated compared to heparin-bonded or standard CVCs in children receiving intensive care."
31647808,https://doi.org/10.1371/journal.pgen.1008405,Causal relationships between obesity and the leading causes of death in women and men.,"Censin JC, Peters SAE, Bovijn J, Ferreira T, Pulit SL, Mägi R, Mahajan A, Holmes MV, Lindgren CM.",,PLoS genetics,2019,"Obesity traits are causally implicated with risk of cardiometabolic diseases. It remains unclear whether there are similar causal effects of obesity traits on other non-communicable diseases. Also, it is largely unexplored whether there are any sex-specific differences in the causal effects of obesity traits on cardiometabolic diseases and other leading causes of death. We constructed sex-specific genetic risk scores (GRS) for three obesity traits; body mass index (BMI), waist-hip ratio (WHR), and WHR adjusted for BMI, including 565, 324, and 337 genetic variants, respectively. These GRSs were then used as instrumental variables to assess associations between the obesity traits and leading causes of mortality in the UK Biobank using Mendelian randomization. We also investigated associations with potential mediators, including smoking, glycemic and blood pressure traits. Sex-differences were subsequently assessed by Cochran's Q-test (Phet). A Mendelian randomization analysis of 228,466 women and 195,041 men showed that obesity causes coronary artery disease, stroke (particularly ischemic), chronic obstructive pulmonary disease, lung cancer, type 2 and 1 diabetes mellitus, non-alcoholic fatty liver disease, chronic liver disease, and acute and chronic renal failure. Higher BMI led to higher risk of type 2 diabetes in women than in men (Phet = 1.4×10-5). Waist-hip-ratio led to a higher risk of chronic obstructive pulmonary disease (Phet = 3.7×10-6) and higher risk of chronic renal failure (Phet = 1.0×10-4) in men than women. Obesity traits have an etiological role in the majority of the leading global causes of death. Sex differences exist in the effects of obesity traits on risk of type 2 diabetes, chronic obstructive pulmonary disease, and renal failure, which may have downstream implications for public health."
31678026,https://doi.org/10.1016/s1473-3099(19)30410-4,Quantifying risks and interventions that have affected the burden of lower respiratory infections among children younger than 5 years: an analysis for the Global Burden of Disease Study 2017.,GBD 2017 Lower Respiratory Infections Collaborators.,,The Lancet. Infectious diseases,2020,"BACKGROUND:Despite large reductions in under-5 lower respiratory infection (LRI) mortality in many locations, the pace of progress for LRIs has generally lagged behind that of other childhood infectious diseases. To better inform programmes and policies focused on preventing and treating LRIs, we assessed the contributions and patterns of risk factor attribution, intervention coverage, and sociodemographic development in 195 countries and territories by drawing from the Global Burden of Diseases, Injuries, and Risk Factors Study 2017 (GBD 2017) LRI estimates. METHODS:We used four strategies to model LRI burden: the mortality due to LRIs was modelled using vital registration data, demographic surveillance data, and verbal autopsy data in a predictive ensemble modelling tool; the incidence of LRIs was modelled using population representative surveys, health-care utilisation data, and scientific literature in a compartmental meta-regression tool; the attribution of risk factors for LRI mortality was modelled in a counterfactual framework; and trends in LRI mortality were analysed applying changes in exposure to risk factors over time. In GBD, infectious disease mortality, including that due to LRI, is among HIV-negative individuals. We categorised locations based on their burden in 1990 to make comparisons in the changing burden between 1990 and 2017 and evaluate the relative percent change in mortality rate, incidence, and risk factor exposure to explain differences in the health loss associated with LRIs among children younger than 5 years. FINDINGS:In 2017, LRIs caused 808 920 deaths (95% uncertainty interval 747 286-873 591) in children younger than 5 years. Since 1990, there has been a substantial decrease in the number of deaths (from 2 337 538 to 808 920 deaths; 65·4% decrease, 61·5-68·5) and in mortality rate (from 362·7 deaths [330·1-392·0] per 100 000 children to 118·9 deaths [109·8-128·3] per 100 000 children; 67·2% decrease, 63·5-70·1). LRI incidence declined globally (32·4% decrease, 27·2-37·5). The percent change in under-5 mortality rate and incidence has varied across locations. Among the risk factors assessed in this study, those responsible for the greatest decrease in under-5 LRI mortality between 1990 and 2017 were increased coverage of vaccination against Haemophilus influenza type b (11·4% decrease, 0·0-24·5), increased pneumococcal vaccine coverage (6·3% decrease, 6·1-6·3), and reductions in household air pollution (8·4%, 6·8-9·2). INTERPRETATION:Our findings show that there have been substantial but uneven declines in LRI mortality among countries between 1990 and 2017. Although improvements in indicators of sociodemographic development could explain some of these trends, changes in exposure to modifiable risk factors are related to the rates of decline in LRI mortality. No single intervention would universally accelerate reductions in health loss associated with LRIs in all settings, but emphasising the most dominant risk factors, particularly in countries with high case fatality, can contribute to the reduction of preventable deaths. FUNDING:Bill & Melinda Gates Foundation."
30835202,https://doi.org/10.7554/elife.43657,An atlas of polygenic risk score associations to highlight putative causal relationships across the human phenome.,"Richardson TG, Harrison S, Hemani G, Davey Smith G.",,eLife,2019,"The age of large-scale genome-wide association studies (GWAS) has provided us with an unprecedented opportunity to evaluate the genetic liability of complex disease using polygenic risk scores (PRS). In this study, we have analysed 162 PRS (p<5×10-05) derived from GWAS and 551 heritable traits from the UK Biobank study (N = 334,398). Findings can be investigated using a web application (http:‌//‌mrcieu.‌mrsoftware.org/‌PRS‌_atlas/), which we envisage will help uncover both known and novel mechanisms which contribute towards disease susceptibility. To demonstrate this, we have investigated the results from a phenome-wide evaluation of schizophrenia genetic liability. Amongst findings were inverse associations with measures of cognitive function which extensive follow-up analyses using Mendelian randomization (MR) provided evidence of a causal relationship. We have also investigated the effect of multiple risk factors on disease using mediation and multivariable MR frameworks. Our atlas provides a resource for future endeavours seeking to unravel the causal determinants of complex disease."
30729733,https://doi.org/10.1111/ijpo.12512,Predictors of objectively measured physical activity in 12-month-old infants: A study of linked birth cohort data with electronic health records.,"Raza H, Zhou SM, Todd C, Christian D, Marchant E, Morgan K, Khanom A, Hill R, Lyons RA, Brophy S.",,Pediatric obesity,2019,"BACKGROUND:Physical activity (PA) levels are associated with long-term health, and levels of PA when young are predictive of adult activity levels. OBJECTIVES:This study examines factors associated with PA levels in 12-month infants. METHOD:One hundred forty-one mother-infant pairs were recruited via a longitudinal birth cohort study (April 2010 to March 2013). The PA level was collected using accelerometers and linked to postnatal notes and electronic medical records via the Secure Anonymised Information Linkage databank. Univariable and multivariable linear regressions were used to examine the factors associated with PA levels. RESULTS:Using univariable analysis, higher PA was associated with the following (P value less than 0.05): being male, larger infant size, healthy maternal blood pressure levels, full-term gestation period, higher consumption of vegetables (infant), lower consumption of juice (infant), low consumption of adult crisps (infant), longer breastfeeding duration, and more movement during sleep (infant) but fewer night wakings. Combined into a multivariable regression model (R2  = 0.654), all factors remained significant, showing lower PA levels were associated with female gender, smaller infant, preterm birth, higher maternal blood pressure, low vegetable consumption, high crisp consumption, and less night movement. CONCLUSION:The PA levels of infants were strongly associated with both gestational and postnatal environmental factors. Healthy behaviours appear to cluster, and a healthy diet was associated with a more active infant. Boys were substantially more active than girls, even at age 12 months. These findings can help inform interventions to promote healthier lives for infants and to understand the determinants of their PA levels."
31446403,https://doi.org/10.1136/bmjopen-2018-026677,Diagnosis and treatment for hyperuricemia and gout: a systematic review of clinical practice guidelines and consensus statements.,"Li Q, Li X, Wang J, Liu H, Kwong JS, Chen H, Li L, Chung SC, Shah A, Chen Y, An Z, Sun X, Hemingway H, Tian H, Li S.",,BMJ open,2019,"OBJECTIVES:Despite the publication of hundreds of trials on gout and hyperuricemia, management of these conditions remains suboptimal. We aimed to assess the quality and consistency of guidance documents for gout and hyperuricemia. DESIGN:Systematic review and quality assessment using the appraisal of guidelines for research and evaluation (AGREE) II methodology. DATA SOURCES:PubMed and EMBASE (27 October 2016), two Chinese academic databases, eight guideline databases, and Google and Google scholar (July 2017). ELIGIBILITY CRITERIA:We included the latest version of international and national/regional clinical practice guidelines and consensus statements for diagnosis and/or treatment of hyperuricemia and gout, published in English or Chinese. DATA EXTRACTION AND SYNTHESIS:Two reviewers independently screened searched items and extracted data. Four reviewers independently scored documents using AGREE II. Recommendations from all documents were tabulated and visualised in a coloured grid. RESULTS:Twenty-four guidance documents (16 clinical practice guidelines and 8 consensus statements) published between 2003 and 2017 were included. Included documents performed well in the domains of scope and purpose (median 85.4%, range 66.7%-100.0%) and clarity of presentation (median 79.2%, range 48.6%-98.6%), but unsatisfactory in applicability (median 10.9%, range 0.0%-66.7%) and editorial independence (median 28.1%, range 0.0%-83.3%). The 2017 British Society of Rheumatology guideline received the highest scores. Recommendations were concordant on the target serum uric acid level for long-term control, on some indications for urate-lowering therapy (ULT), and on the first-line drugs for ULT and for acute attack. Substantially inconsistent recommendations were provided for many items, especially for the timing of initiation of ULT and for treatment for asymptomatic hyperuricemia. CONCLUSIONS:Methodological quality needs improvement in guidance documents on gout and hyperuricemia. Evidence for certain clinical questions is lacking, despite numerous trials in this field. Promoting standard guidance development methods and synthesising high-quality clinical evidence are potential approaches to reduce recommendation inconsistencies. PROSPERO REGISTRATION NUMBER:CRD42016046104."
31408153,https://doi.org/10.1093/europace/euz220,"Subtypes of atrial fibrillation with concomitant valvular heart disease derived from electronic health records: phenotypes, population prevalence, trends and prognosis.","Banerjee A, Allan V, Denaxas S, Shah A, Kotecha D, Lambiase PD, Jacob J, Lund LH, Hemingway H.",,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",2019,"AIMS:To evaluate population-based electronic health record (EHR) definitions of atrial fibrillation (AF) and valvular heart disease (VHD) subtypes, time trends in prevalence and prognosis. METHODS AND RESULTS:A total of 76 019 individuals with AF were identified in England in 1998-2010 in the CALIBER resource, linking primary and secondary care EHR. An algorithm was created, implemented, and refined to identify 18 VHD subtypes using 406 diagnosis, procedure, and prescription codes. Cox models were used to investigate associations with a composite endpoint of incident stroke (ischaemic, haemorrhagic, and unspecified), systemic embolism (SSE), and all-cause mortality. Among individuals with AF, the prevalence of AF with concomitant VHD increased from 11.4% (527/4613) in 1998 to 17.6% (7014/39 868) in 2010 and also in individuals aged over 65 years. Those with mechanical valves, mitral stenosis (MS), or aortic stenosis had highest risk of clinical events compared to AF patients with no VHD, in relative [hazard ratio (95% confidence interval): 1.13 (1.02-1.24), 1.20 (1.05-1.36), and 1.27 (1.19-1.37), respectively] and absolute (excess risk: 2.04, 4.20, and 6.37 per 100 person-years, respectively) terms. Of the 95.2% of individuals with indication for warfarin (men and women with CHA2DS2-VASc ≥1 and ≥2, respectively), only 21.8% had a prescription 90 days prior to the study. CONCLUSION:Prevalence of VHD among individuals with AF increased from 1998 to 2010. Atrial fibrillation associated with aortic stenosis, MS, or mechanical valves (compared to AF without VHD) was associated with an excess absolute risk of stroke, SSE, and mortality, but anticoagulation was underused in the pre-direct oral anticoagulant (DOAC) era, highlighting need for urgent clarity regarding DOACs in AF and concomitant VHD."
30659777,https://doi.org/10.1111/ijpo.12505,Are children with clinical obesity at increased risk of inpatient hospital admissions? An analysis using linked electronic health records in the UK millennium cohort study.,"Griffiths LJ, Cortina-Borja M, Bandyopadhyay A, Tingay K, De Stavola BL, Bedford H, Akbari A, Firman N, Lyons RA, Dezateux C.",,Pediatric obesity,2019,"BACKGROUND:Few studies have examined health service utilization of children with overweight or obesity by using linked electronic health records (EHRs). OBJECTIVE/METHODS:We analysed EHRs from 3269 children (1678 boys; 51.3% [weighted]) participating in the Millennium Cohort Study, living in Wales or Scotland at age seven whose parents consented to record linkage. We used height and weight measurements at age five to categorize children as obese (>98th centile) or overweight (>91st centile) (UK1990 clinical reference standards) and linked to hospital admissions, up to age 14 years, in the Patient Episode Database for Wales and Scottish Morbidity Records. Negative binomial regression models compared rates of inpatient admissions by weight status at age five. RESULTS:At age five, 11.5% and 6.7% of children were overweight or obese, respectively; 1221 (38%) children were subsequently admitted to hospital at least once. Admissions were not increased among children with overweight or obesity (adjusted rate ratio [RR], 95% confidence interval [CI]: 0.87, 0.68-1.10 and 1.16, 0.87-1.54, respectively). CONCLUSIONS:In this nationally representative cohort of children in Wales and Scotland, those with overweight or obesity at entry to primary school did not have increased rates of hospital admissions in later childhood and early adolescence."
32095773,https://doi.org/10.1159/000503957,Advancing the Use of Mobile Technologies in Clinical Trials: Recommendations from the Clinical Trials Transformation Initiative.,"Coran P, Goldsack JC, Grandinetti CA, Bakker JP, Bolognese M, Dorsey ER, Vasisht K, Amdur A, Dell C, Helfgott J, Kirchoff M, Miller CJ, Narayan A, Patel D, Peterson B, Ramirez E, Schiller D, Switzer T, Wing L, Forrest A, Doherty A.",,Digital biomarkers,2019,"Mobile technologies offer the potential to reduce the costs of conducting clinical trials by collecting high-quality information on health outcomes in real-world settings that are relevant to patients and clinicians. However, widespread use of mobile technologies in clinical trials has been impeded by their perceived challenges. To advance solutions to these challenges, the Clinical Trials Transformation Initiative (CTTI) has issued best practices and realistic approaches that clinical trial sponsors can now use. These include CTTI recommendations on technology selection; data collection, analysis, and interpretation; data management; protocol design and execution; and US Food and Drug Administration submission and inspection. The scientific principles underpinning the clinical trials enterprise continue to apply to studies using mobile technologies. These recommendations provide a framework for including mobile technologies in clinical trials that can lead to more efficient assessment of new therapies for patients."
31479767,https://doi.org/10.1016/j.jaip.2019.08.030,Atopic Eczema in Adulthood and Risk of Depression and Anxiety: A Population-Based Cohort Study.,"Schonmann Y, Mansfield KE, Hayes JF, Abuabara K, Roberts A, Smeeth L, Langan SM.",,The journal of allergy and clinical immunology. In practice,2020,"BACKGROUND:Atopic eczema is a common and debilitating condition associated with depression and anxiety, but the nature of this association remains unclear. OBJECTIVE:To explore the temporal relationship between atopic eczema and new depression/anxiety. METHODS:This matched cohort study used routinely collected data from the UK Clinical Practice Research Datalink, linked to hospital admissions data. We identified adults with atopic eczema (1998-2016) using a validated algorithm, and up to 5 individuals without atopic eczema matched on date of diagnosis, age, sex, and general practice. We estimated the hazard ratio (HR) for new depression/anxiety using stratified Cox regression to account for age, sex, calendar period, Index of Multiple Deprivation, glucocorticoid treatment, obesity, smoking, and harmful alcohol use. RESULTS:We identified 526,808 adults with atopic eczema who were matched to 2,569,030 without. Atopic eczema was associated with increased incidence of new depression (HR, 1.14; 99% CI, 1.12-1.16) and anxiety (HR, 1.17; 99% CI, 1.14-1.19). We observed a stronger effect of atopic eczema on depression with increasing atopic eczema severity (HR [99% CI] compared with no atopic eczema: mild, 1.10 [1.08-1.13]; moderate, 1.19 [1.15-1.23]; and severe, 1.26 [1.17-1.37]). A dose-response association, however, was less apparent for new anxiety diagnosis (HR [99% CI] compared with no atopic eczema: mild, 1.14 [1.11-1.18]; moderate, 1.21 [1.17-1.26]; and severe, 1.15; [1.05-1.25]). CONCLUSIONS:Adults with atopic eczema are more likely to develop new depression and anxiety. For depression, we observed a dose-response relationship with atopic eczema severity."
32488134,https://doi.org/10.1038/s41598-020-65855-8,The Human Leukocyte Antigen Locus and Rheumatic Heart Disease Susceptibility in South Asians and Europeans.,"Auckland K, Mittal B, Cairns BJ, Garg N, Kumar S, Mentzer AJ, Kado J, Perman ML, Steer AC, Hill AVS, Parks T.",,Scientific reports,2020,"Rheumatic heart disease (RHD), an autoinflammatory heart disease, was recently declared a global health priority by the World Health Organization. Here we report a genome-wide association study (GWAS) of RHD susceptibility in 1,163 South Asians (672 cases; 491 controls) recruited in India and Fiji. We analysed directly obtained and imputed genotypes, and followed-up associated loci in 1,459 Europeans (150 cases; 1,309 controls) from the UK Biobank study. We identify a novel susceptibility signal in the class III region of the human leukocyte antigen (HLA) complex in the South Asian dataset that clearly replicates in the Europeans (rs201026476; combined odds ratio 1.81, 95% confidence intervals 1.51-2.18, P = 3.48×10-10). Importantly, this signal remains despite conditioning on the lead class I and class II variants (P = 0.00033). These findings suggest the class III region is a key determinant of RHD susceptibility offering important new insight into pathogenesis while partly explaining the inconsistency of earlier reports."
PMC7214342,https://doi.org/10.1016/j.healthplace.2020.102355,Impact of air pollution on educational attainment for respiratory health treated students: A cross sectional data linkage study.,"Mizen A, Lyons J, Milojevic A, Doherty R, Wilkinson P, Carruthers D, Akbari A, Lake I, Davies GA, Al Sallakh M, Fry R, Dearden L, Rodgers SE.",,Health & place,2020,"IntroductionThere is some evidence that exam results are worse when students are acutely exposed to air pollution. Studies investigating the association between air pollution and academic attainment have been constrained by small sample sizes.MethodsCross sectional educational attainment data (2009–2015) from students aged 15–16 years in Cardiff, Wales were linked to primary health care data, modelled air pollution and measured pollen data, and analysed using multilevel linear regression models. Annual cohort, school and individual level confounders were adjusted for in single and multi-pollutant/pollen models. We stratified by treatment of asthma and/or Seasonal Allergic Rhinitis (SAR).ResultsA unit (10μg/m3) increase of short-term exposure to NO2 was associated with 0.044 (95% CI: −0.079, −0.008) reduction of standardised Capped Point Score (CPS) after adjusting for individual and household risk factors for 18,241 students. This association remained statistically significant after controlling for other pollutants and pollen. There was no association of PM2.5, O3, or Pollen with standardised CPS remaining after adjustment. We found no evidence that treatment for asthma or SAR modified the observed NO2 effect on educational attainment.ConclusionOur study showed that short-term exposure to traffic-related air pollution, specifically NO2, was associated with detrimental educational attainment for students aged 15–16. Longitudinal investigations in different settings are required to confirm this possible impact and further work may uncover the long-term economic implications, and degree to which impacts are cumulative and permanent."
32543438,https://doi.org/10.1016/j.healthplace.2020.102355,Impact of air pollution on educational attainment for respiratory health treated students: A cross sectional data linkage study.,"Mizen A, Lyons J, Milojevic A, Doherty R, Wilkinson P, Carruthers D, Akbari A, Lake I, Davies GA, Al Sallakh M, Fry R, Dearden L, Rodgers SE.",,Health & place,2020,"INTRODUCTION:There is some evidence that exam results are worse when students are acutely exposed to air pollution. Studies investigating the association between air pollution and academic attainment have been constrained by small sample sizes. METHODS:Cross sectional educational attainment data (2009-2015) from students aged 15-16 years in Cardiff, Wales were linked to primary health care data, modelled air pollution and measured pollen data, and analysed using multilevel linear regression models. Annual cohort, school and individual level confounders were adjusted for in single and multi-pollutant/pollen models. We stratified by treatment of asthma and/or Seasonal Allergic Rhinitis (SAR). RESULTS:A unit (10μg/m3) increase of short-term exposure to NO2 was associated with 0.044 (95% CI: -0.079, -0.008) reduction of standardised Capped Point Score (CPS) after adjusting for individual and household risk factors for 18,241 students. This association remained statistically significant after controlling for other pollutants and pollen. There was no association of PM2.5, O3, or Pollen with standardised CPS remaining after adjustment. We found no evidence that treatment for asthma or SAR modified the observed NO2 effect on educational attainment. CONCLUSION:Our study showed that short-term exposure to traffic-related air pollution, specifically NO2, was associated with detrimental educational attainment for students aged 15-16. Longitudinal investigations in different settings are required to confirm this possible impact and further work may uncover the long-term economic implications, and degree to which impacts are cumulative and permanent."
31353050,https://doi.org/10.1016/s0140-6736(19)31359-5,Eligibility and subsequent burden of cardiovascular disease of four strategies for blood pressure-lowering treatment: a retrospective cohort study.,"Herrett E, Gadd S, Jackson R, Bhaskaran K, Williamson E, van Staa T, Sofat R, Timmis A, Smeeth L.",,"Lancet (London, England)",2019,"BACKGROUND:Worldwide treatment recommendations for lowering blood pressure continue to be guided predominantly by blood pressure thresholds, despite strong evidence that the benefits of blood pressure reduction are observed in patients across the blood pressure spectrum. In this study, we aimed to investigate the implications of alternative strategies for offering blood pressure treatment, using the UK as an illustrative example. METHODS:We did a retrospective cohort study in primary care patients aged 30-79 years without cardiovascular disease, using data from the UK's Clinical Practice Research Datalink linked to Hospital Episode Statistics and Office for National Statistics mortality. We assessed and compared four different strategies to determine eligibility for treatment: using 2011 UK National Institute for Health and Care Excellence (NICE) guideline, or proposed 2019 NICE guideline, or blood pressure alone (threshold ≥140/90 mm Hg), or predicted 10-year cardiovascular risk alone (QRISK2 score ≥10%). Patients were followed up until the earliest occurrence of a cardiovascular disease diagnosis, death, or end of follow-up period (March 31, 2016). For each strategy, we estimated the proportion of patients eligible for treatment and number of cardiovascular events that could be prevented with treatment. We then estimated eligibility and number of events that would occur during 10 years in the UK general population. FINDINGS:Between Jan 1, 2011, and March 31, 2016, 1 222 670 patients in the cohort were followed up for a median of 4·3 years (IQR 2·5-5·2). 271 963 (22·2%) patients were eligible for treatment under the 2011 NICE guideline, 327 429 (26·8%) under the proposed 2019 NICE guideline, 481 859 (39·4%) on the basis of a blood pressure threshold of 140/90 mm Hg or higher, and 357 840 (29·3%) on the basis of a QRISK2 threshold of 10% or higher. During follow-up, 32 183 patients were diagnosed with cardiovascular disease (overall rate 7·1 per 1000 person-years, 95% CI 7·0-7·2). Cardiovascular event rates in patients eligible for each strategy were 15·2 per 1000 person-years (95% CI 15·0-15·5) under the 2011 NICE guideline, 14·9 (14·7-15·1) under the proposed 2019 NICE guideline, 11·4 (11·3-11·6) with blood pressure threshold alone, and 16·9 (16·7-17·1) with QRISK2 threshold alone. Scaled to the UK population, we estimated that 233 152 events would be avoided under the 2011 NICE guideline (28 patients needed to treat for 10 years to avoid one event), 270 233 under the 2019 NICE guideline (29 patients), 301 523 using a blood pressure threshold (38 patients), and 322 921 using QRISK2 threshold (27 patients). INTERPRETATION:A cardiovascular risk-based strategy (QRISK2 ≥10%) could prevent over a third more cardiovascular disease events than the 2011 NICE guideline and a fifth more than the 2019 NICE guideline, with similar efficiency regarding number treated per event avoided. FUNDING:National Institute for Health Research."
32376654,https://doi.org/10.1136/bmj.m1203,Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study.,"Richardson TG, Sanderson E, Elsworth B, Tilling K, Davey Smith G.",,BMJ (Clinical research ed.),2020,"OBJECTIVE:To evaluate whether body size in early life has an independent effect on risk of disease in later life or whether its influence is mediated by body size in adulthood. DESIGN:Two sample univariable and multivariable mendelian randomisation. SETTING:The UK Biobank prospective cohort study and four large scale genome-wide association studies (GWAS) consortiums. PARTICIPANTS:453 169 participants enrolled in UK Biobank and a combined total of more than 700 000 people from different GWAS consortiums. EXPOSURES:Measured body mass index during adulthood (mean age 56.5) and self-reported perceived body size at age 10. MAIN OUTCOME MEASURES:Coronary artery disease, type 2 diabetes, breast cancer, and prostate cancer. RESULTS:Having a larger genetically predicted body size in early life was associated with an increased odds of coronary artery disease (odds ratio 1.49 for each change in body size category unless stated otherwise, 95% confidence interval 1.33 to 1.68) and type 2 diabetes (2.32, 1.76 to 3.05) based on univariable mendelian randomisation analyses. However, little evidence was found of a direct effect (ie, not through adult body size) based on multivariable mendelian randomisation estimates (coronary artery disease: 1.02, 0.86 to 1.22; type 2 diabetes:1.16, 0.74 to 1.82). In the multivariable mendelian randomisation analysis of breast cancer risk, strong evidence was found of a protective direct effect for larger body size in early life (0.59, 0.50 to 0.71), with less evidence of a direct effect of adult body size on this outcome (1.08, 0.93 to 1.27). Including age at menarche as an additional exposure provided weak evidence of a total causal effect (univariable mendelian randomisation odds ratio 0.98, 95% confidence interval 0.91 to 1.06) but strong evidence of a direct causal effect, independent of early life and adult body size (multivariable mendelian randomisation odds ratio 0.90, 0.85 to 0.95). No strong evidence was found of a causal effect of either early or later life measures on prostate cancer (early life body size odds ratio 1.06, 95% confidence interval 0.81 to 1.40; adult body size 0.87, 0.70 to 1.08). CONCLUSIONS:The findings suggest that the positive association between body size in childhood and risk of coronary artery disease and type 2 diabetes in adulthood can be attributed to individuals remaining large into later life. However, having a smaller body size during childhood might increase the risk of breast cancer regardless of body size in adulthood, with timing of puberty also putatively playing a role."
